outcome	model	eth5	estimate	p	min95	max95	idstr4	num	adjusted
"onssuspecteddeath"	"model3"	"White"	1		1	1	""	271	"+ household size & carehome"
"onssuspecteddeath"	"model3"	"South Asian"	2.2092822	.00170267	1.3465302	3.6248185	""	272	"+ household size & carehome"
"onssuspecteddeath"	"model3"	"Black"	1.7267547	.15352803	.81552795	3.6561369	""	273	"+ household size & carehome"
"onssuspecteddeath"	"model3"	"Mixed"	4.3442644	.00151864	1.7524219	10.769458	""	274	"+ household size & carehome"
"onssuspecteddeath"	"model3"	"Other"	1.2859562	.67011963	.40427177	4.0905236	""	275	"+ household size & carehome"
"ons"	"crude"	"White"	1		1	1	"eth5"	276	"Crude"
"ons"	"crude"	"South Asian"	.32968769	0	.31392901	.34623742	"eth5"	277	"Crude"
"ons"	"crude"	"Black"	.36601205	1.64e-134	.33793585	.39642085	"eth5"	278	"Crude"
"ons"	"crude"	"Mixed"	.21714903	1.712e-93	.18766405	.25126658	"eth5"	279	"Crude"
"ons"	"crude"	"Other"	.19769478	1.04e-178	.1768427	.22100558	"eth5"	280	"Crude"
"ons"	"model0"	"White"	1		1	1	"eth5"	281	"Age-sex"
"ons"	"model0"	"South Asian"	.8032964	2.887e-17	.76350988	.8451562	"eth5"	282	"Age-sex"
"ons"	"model0"	"Black"	.85703295	.0001992	.79012557	.92960602	"eth5"	283	"Age-sex"
"ons"	"model0"	"Mixed"	.77984443	.00087178	.67363702	.90279677	"eth5"	284	"Age-sex"
"ons"	"model0"	"Other"	.65963372	3.679e-13	.58961244	.7379706	"eth5"	285	"Age-sex"
"ons"	"model1"	"White"	1		1	1	"eth5"	286	"Age-sex-IMD"
"ons"	"model1"	"South Asian"	.72100436	3.524e-36	.68512301	.75876489	"eth5"	287	"Age-sex-IMD"
"ons"	"model1"	"Black"	.73965887	5.565e-13	.68144796	.80284229	"eth5"	288	"Age-sex-IMD"
"ons"	"model1"	"Mixed"	.72338535	.00001546	.6245929	.83780389	"eth5"	289	"Age-sex-IMD"
"ons"	"model1"	"Other"	.62903709	5.731e-16	.56225206	.70375493	"eth5"	290	"Age-sex-IMD"
"ons"	"model2"	"White"	1		1	1	"eth5"	291	"+ co-morbidities"
"ons"	"model2"	"South Asian"	.78331129	1.009e-17	.74077355	.82829169	"eth5"	292	"+ co-morbidities"
"ons"	"model2"	"Black"	.78284115	6.687e-08	.71627124	.85559803	"eth5"	293	"+ co-morbidities"
"ons"	"model2"	"Mixed"	.78388593	.00273744	.66844962	.91925723	"eth5"	294	"+ co-morbidities"
"ons"	"model2"	"Other"	.69872166	1.353e-08	.61740778	.79074475	"eth5"	295	"+ co-morbidities"
"ons"	"model3"	"White"	1		1	1	"eth5"	296	"+ household size & carehome"
"ons"	"model3"	"South Asian"	.82896417	4.900e-09	.77847515	.88272772	"eth5"	297	"+ household size & carehome"
"ons"	"model3"	"Black"	.80544281	.00001808	.72958903	.88918293	"eth5"	298	"+ household size & carehome"
"ons"	"model3"	"Mixed"	.82360969	.0297929	.69135248	.98116799	"eth5"	299	"+ household size & carehome"
"ons"	"model3"	"Other"	.66735046	4.561e-08	.57728563	.7714667	"eth5"	300	"+ household size & carehome"
"severe"	"crude"	"White"	1		1	1	""	301	"Crude"
"severe"	"crude"	"South Asian"	.76901585	0	.75951172	.77863891	""	302	"Crude"
"severe"	"crude"	"Black"	.87644163	4.766e-39	.85928068	.8939453	""	303	"Crude"
"severe"	"crude"	"Mixed"	.86025806	6.943e-26	.83646974	.88472289	""	304	"Crude"
"severe"	"crude"	"Other"	.58365691	0	.56937664	.59829534	""	305	"Crude"
"severe"	"model0"	"White"	1		1	1	""	306	"Age-sex"
"severe"	"model0"	"South Asian"	.92462791	5.232e-32	.91264592	.93676721	""	307	"Age-sex"
"severe"	"model0"	"Black"	1.0706164	2.955e-11	1.0492967	1.0923693	""	308	"Age-sex"
"severe"	"model0"	"Mixed"	.99834411	.90834465	.97057061	1.0269124	""	309	"Age-sex"
"severe"	"model0"	"Other"	.68790591	1.00e-188	.67090547	.70533713	""	310	"Age-sex"
"severe"	"model1"	"White"	1		1	1	""	311	"Age-sex-IMD"
"severe"	"model1"	"South Asian"	.854504	4.51e-121	.84332305	.86583318	""	312	"Age-sex-IMD"
"severe"	"model1"	"Black"	.9591746	.00005747	.93989276	.97885201	""	313	"Age-sex-IMD"
"severe"	"model1"	"Mixed"	.94762881	.00020645	.92108501	.97493756	""	314	"Age-sex-IMD"
"severe"	"model1"	"Other"	.66163392	5.00e-227	.64519065	.67849626	""	315	"Age-sex-IMD"
"severe"	"model2"	"White"	1		1	1	""	316	"+ co-morbidities"
"severe"	"model2"	"South Asian"	.93581991	2.852e-18	.92196657	.94988142	""	317	"+ co-morbidities"
"severe"	"model2"	"Black"	1.061892	2.546e-07	1.0379182	1.0864196	""	318	"+ co-morbidities"
"severe"	"model2"	"Mixed"	1.0068403	.67406023	.97535767	1.0393391	""	319	"+ co-morbidities"
"severe"	"model2"	"Other"	.78487324	7.893e-64	.76308863	.80727976	""	320	"+ co-morbidities"
"severe"	"model3"	"White"	1		1	1	""	321	"+ household size & carehome"
"severe"	"model3"	"South Asian"	.94981187	4.008e-10	.93460705	.96526404	""	322	"+ household size & carehome"
"severe"	"model3"	"Black"	1.0661853	1.691e-07	1.040886	1.0920996	""	323	"+ household size & carehome"
"severe"	"model3"	"Mixed"	1.0023061	.89284641	.96926932	1.036469	""	324	"+ household size & carehome"
"severe"	"model3"	"Other"	.79160176	2.724e-53	.76835505	.81555179	""	325	"+ household size & carehome"
