parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"age3"	"Age spline 3"	.38746154	.06051797	-6.0703829	1.276e-09	.28528481	.52623357	"model3"	"icu"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"icu"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0066298	.11294297	.05889456	.95303609	.8079151	1.2542203	"model3"	"icu"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.90401436	.10085273	-.90452804	.36571547	.72646459	1.1249577	"model3"	"icu"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	.90700511	.09906554	-.89365304	.37150756	.732216	1.1235186	"model3"	"icu"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	.92411258	.10413089	-.70039004	.48368376	.74098559	1.1524975	"model3"	"icu"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0510304	.00564678	9.2638516	1.972e-20	1.040021	1.0621564	"model3"	"icu"	""
"hba1c_pct"	"HbA1c %"	1.1089525	.02916131	3.9327205	.00008399	1.0532453	1.1676061	"model3"	"icu"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	.9984859	.00264821	-.57131109	.56778879	.99330898	1.0036898	"model3"	"icu"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"icu"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1343305	.07966165	1.7947651	.07269113	.98846547	1.3017204	"model3"	"icu"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.55185075	.08584766	-3.8214546	.00013267	.40682348	.74857835	"model3"	"icu"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model3"	"icu"	""
"1.hypertension"	"Diagnosed hypertension"	.98458745	.07103054	-.21530404	.82953028	.85476463	1.1341279	"model3"	"icu"	""
"bp_map"	"Mean Arterial Pressure"	1.0069174	.00197731	3.5104663	.00044732	1.0030494	1.0108003	"model3"	"icu"	""
"1o.asthma"	"Asthma category"	1	0			1	1	"model3"	"icu"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"icu"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.0014864	.10700369	.01390104	.98890893	.81226644	1.2347856	"model3"	"icu"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"icu"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	.74991768	.06827052	-3.1612501	.00157094	.62736814	.89640594	"model3"	"icu"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"icu"	""
"1.dm_type"	"Diabetes Type"	1.002218	.25062608	.00885965	.99293112	.61390479	1.636151	"model3"	"icu"	""
"2.dm_type"	"Diabetes Type"	.90758121	.08815599	-.9983459	.31811166	.75024969	1.097906	"model3"	"icu"	""
"3.dm_type"	"Diabetes Type"	.9503419	.13971431	-.34645131	.72900357	.71242748	1.2677076	"model3"	"icu"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"icu"	""
"1.cancer"	"Cancer"	.83101253	.0925745	-1.6616787	.09657721	.66801163	1.0337871	"model3"	"icu"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"icu"	""
"1.chronic_liver_disease"	"Chronic liver disease"	.52663154	.15381583	-2.1955131	.02812681	.29709292	.93351526	"model3"	"icu"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"icu"	""
"1.stroke"	"Stroke"	.92271124	.12512579	-.59317842	.55306175	.70735465	1.2036339	"model3"	"icu"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"icu"	""
"1.dementia"	"Dementia"	.10096953	.10131692	-2.2850745	.02230846	.01412733	.72163984	"model3"	"icu"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"icu"	""
"1.other_neuro"	"Neurological disease"	.60764383	.15935436	-1.8995886	.05748713	.36343087	1.0159594	"model3"	"icu"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"icu"	""
"1.egfr60"	"CKD defined by egfr<60"	1.1029912	.11519024	.93863482	.34791827	.8988295	1.3535266	"model3"	"icu"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"icu"	""
"1.esrf"	"end stage renal failure"	1.3401741	.28386749	1.3823432	.16686635	.88484029	2.02982	"model3"	"icu"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model3"	"icu"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.0860528	.25425138	.3526174	.72437529	.68640369	1.718392	"model3"	"icu"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"icu"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	.93811578	.11505925	-.52085007	.60247122	.73766158	1.193042	"model3"	"icu"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"icu"	""
"2.hh_total_cat"	"Number of people in household"	.93234266	.06906761	-.94566971	.34431708	.80634121	1.0780335	"model3"	"icu"	""
"3.hh_total_cat"	"Number of people in household"	.97398547	.12730097	-.2016731	.84017229	.75387528	1.2583616	"model3"	"icu"	""
"4.hh_total_cat"	"Number of people in household"	.56055257	.1751307	-1.8527072	.06392433	.30386425	1.0340775	"model3"	"icu"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model3"	"icu"	""
"1.carehome"	"Care home y/n"	.16631116	.08921895	-3.3439613	.00082591	.0581149	.47594335	"model3"	"icu"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"crude"	"cpnsdeath"	""
"2.eth5"	"Eth 5 categories"	.45383936	.0216019	-16.597543	7.260e-62	.41341531	.4982161	"crude"	"cpnsdeath"	""
"3.eth5"	"Eth 5 categories"	.62136626	.04548399	-6.5004747	8.007e-11	.53831903	.7172253	"crude"	"cpnsdeath"	""
"4.eth5"	"Eth 5 categories"	.46072299	.06431078	-5.5518079	2.827e-08	.35044794	.60569817	"crude"	"cpnsdeath"	""
"5.eth5"	"Eth 5 categories"	.50449238	.05463058	-6.3183472	2.644e-10	.40801818	.6237775	"crude"	"cpnsdeath"	""
"6.eth5"	"Eth 5 categories"	1.0076302	.02922368	.2620886	.79325314	.95195031	1.0665667	"crude"	"cpnsdeath"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model0"	"cpnsdeath"	""
"2.eth5"	"Eth 5 categories"	1.2634962	.06249643	4.7284274	2.263e-06	1.1467556	1.3921211	"model0"	"cpnsdeath"	""
"3.eth5"	"Eth 5 categories"	1.361669	.10144449	4.1437682	.00003416	1.1766762	1.5757459	"model0"	"cpnsdeath"	""
"4.eth5"	"Eth 5 categories"	1.3168015	.18477765	1.9612286	.04985237	1.0001775	1.7336584	"model0"	"cpnsdeath"	""
"5.eth5"	"Eth 5 categories"	1.2772786	.1395286	2.2403334	.02506929	1.0311011	1.5822314	"model0"	"cpnsdeath"	""
"6.eth5"	"Eth 5 categories"	1.0626462	.03107555	2.0777999	.0377278	1.0034519	1.1253325	"model0"	"cpnsdeath"	""
"0b.male"	"Male"	1	0			1	1	"model0"	"cpnsdeath"	""
"1.male"	"Male"	1.9646849	.04657128	28.48997	1.56e-178	1.8754947	2.0581165	"model0"	"cpnsdeath"	""
"age1"	"Age spline 1"	.97131855	.01620326	-1.744473	.08107665	.94007431	1.0036012	"model0"	"cpnsdeath"	""
"age2"	"Age spline 2"	1.6368368	.06643283	12.141237	6.385e-34	1.5116749	1.7723616	"model0"	"cpnsdeath"	""
"age3"	"Age spline 3"	.25586685	.02430463	-14.350006	1.065e-46	.21240216	.3082259	"model0"	"cpnsdeath"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"cpnsdeath"	""
"2.eth5"	"Eth 5 categories"	1.2096591	.06038728	3.8128023	.0001374	1.0969081	1.3339997	"model1"	"cpnsdeath"	""
"3.eth5"	"Eth 5 categories"	1.2966787	.09726312	3.463647	.00053291	1.1193973	1.5020366	"model1"	"cpnsdeath"	""
"4.eth5"	"Eth 5 categories"	1.274655	.17907377	1.7273754	.08410026	.96785218	1.6787123	"model1"	"cpnsdeath"	""
"5.eth5"	"Eth 5 categories"	1.2632216	.13804343	2.1382475	.03249666	1.0196736	1.5649407	"model1"	"cpnsdeath"	""
"6.eth5"	"Eth 5 categories"	1.0665218	.03127714	2.1960742	.02808663	1.0069483	1.1296199	"model1"	"cpnsdeath"	""
"0b.male"	"Male"	1	0			1	1	"model1"	"cpnsdeath"	""
"1.male"	"Male"	1.9673576	.04676354	28.468628	2.87e-178	1.877805	2.061181	"model1"	"cpnsdeath"	""
"age1"	"Age spline 1"	.97299187	.01625008	-1.6393809	.10113395	.94165793	1.0053685	"model1"	"cpnsdeath"	""
"age2"	"Age spline 2"	1.6267541	.06609187	11.976615	4.712e-33	1.5022397	1.7615889	"model1"	"cpnsdeath"	""
"age3"	"Age spline 3"	.26005369	.02472716	-14.1649	1.511e-45	.21583739	.31332813	"model1"	"cpnsdeath"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"cpnsdeath"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0233764	.03969128	.59578659	.5513178	.9484662	1.1042031	"model1"	"cpnsdeath"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0931801	.04199081	2.3193759	.02037466	1.0139013	1.1786578	"model1"	"cpnsdeath"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.1667804	.04429735	4.0628545	.00004848	1.0831107	1.2569134	"model1"	"cpnsdeath"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.2531164	.04924294	5.7418415	9.365e-09	1.1602252	1.3534448	"model1"	"cpnsdeath"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"cpnsdeath"	""
"2.eth5"	"Eth 5 categories"	1.2296134	.06886847	3.6905255	.00022379	1.1017785	1.3722805	"model2"	"cpnsdeath"	""
"3.eth5"	"Eth 5 categories"	1.2253204	.10359784	2.4034091	.016243	1.0382039	1.4461611	"model2"	"cpnsdeath"	""
"4.eth5"	"Eth 5 categories"	1.2931988	.20513865	1.620883	.10504274	.94763295	1.7647793	"model2"	"cpnsdeath"	""
"5.eth5"	"Eth 5 categories"	1.4097009	.16904199	2.8635468	.00418927	1.1144396	1.7831892	"model2"	"cpnsdeath"	""
"6.eth5"	"Eth 5 categories"	1.1208518	.03949141	3.2380928	.00120332	1.0460622	1.2009887	"model2"	"cpnsdeath"	""
"0b.male"	"Male"	1	0			1	1	"model2"	"cpnsdeath"	""
"1.male"	"Male"	1.8060408	.05138825	20.775521	7.208e-96	1.7080786	1.9096213	"model2"	"cpnsdeath"	""
"age1"	"Age spline 1"	.94291197	.02308012	-2.4014855	.01632866	.89874372	.98925085	"model2"	"cpnsdeath"	""
"age2"	"Age spline 2"	1.6308807	.09305759	8.5720744	1.016e-17	1.4583201	1.82386	"model2"	"cpnsdeath"	""
"age3"	"Age spline 3"	.27115494	.03562794	-9.932509	3.006e-23	.20959232	.35080008	"model2"	"cpnsdeath"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"cpnsdeath"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.96385414	.04333811	-.81878474	.41290924	.88254823	1.0526505	"model2"	"cpnsdeath"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.98588011	.04377931	-.32023648	.74878907	.90370226	1.0755308	"model2"	"cpnsdeath"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0315023	.04535141	.70545589	.48052657	.94633736	1.1243317	"model2"	"cpnsdeath"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0592751	.04806936	1.268962	.20445461	.96912923	1.1578062	"model2"	"cpnsdeath"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0183025	.00245863	7.5119052	5.827e-14	1.0134951	1.0231327	"model2"	"cpnsdeath"	""
"hba1c_pct"	"HbA1c %"	1.0408495	.01251222	3.3305636	.0008667	1.0166127	1.0656642	"model2"	"cpnsdeath"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0015005	.00077062	1.9486257	.05134014	.99999128	1.0030121	"model2"	"cpnsdeath"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"cpnsdeath"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1828305	.03694419	5.3759318	7.619e-08	1.112593	1.257502	"model2"	"cpnsdeath"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.2184928	.07098541	3.3921342	.0006935	1.087013	1.3658757	"model2"	"cpnsdeath"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"cpnsdeath"	""
"1.hypertension"	"Diagnosed hypertension"	1.0282314	.0322102	.8887318	.37414724	.96699957	1.0933406	"model2"	"cpnsdeath"	""
"bp_map"	"Mean Arterial Pressure"	.99809759	.00086615	-2.1942969	.02821408	.9964014	.99979667	"model2"	"cpnsdeath"	""
"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"cpnsdeath"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"cpnsdeath"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.2306264	.03907	6.536568	6.295e-11	1.1563844	1.3096349	"model2"	"cpnsdeath"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"cpnsdeath"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.1107486	.03149923	3.7037919	.0002124	1.0506956	1.1742339	"model2"	"cpnsdeath"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"cpnsdeath"	""
"1.dm_type"	"Diabetes Type"	1.3373341	.14674196	2.6490976	.0080707	1.0785491	1.6582114	"model2"	"cpnsdeath"	""
"2.dm_type"	"Diabetes Type"	1.1395814	.04086469	3.6437056	.00026874	1.0622379	1.2225565	"model2"	"cpnsdeath"	""
"3.dm_type"	"Diabetes Type"	1.0186071	.05949896	.3156222	.75228928	.90841912	1.1421606	"model2"	"cpnsdeath"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"cpnsdeath"	""
"1.cancer"	"Cancer"	1.1130557	.03602631	3.3092036	.00093562	1.0446385	1.1859538	"model2"	"cpnsdeath"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"cpnsdeath"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.2291789	.10883681	2.3304306	.01978341	1.0333467	1.4621238	"model2"	"cpnsdeath"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"cpnsdeath"	""
"1.stroke"	"Stroke"	1.037406	.03673601	1.0370486	.29971321	.96784654	1.1119647	"model2"	"cpnsdeath"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"cpnsdeath"	""
"1.dementia"	"Dementia"	.84417587	.04957287	-2.8846162	.00391891	.75239776	.94714914	"model2"	"cpnsdeath"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"cpnsdeath"	""
"1.other_neuro"	"Neurological disease"	1.3024075	.07378189	4.6639479	3.102e-06	1.1655368	1.4553511	"model2"	"cpnsdeath"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"cpnsdeath"	""
"1.egfr60"	"CKD defined by egfr<60"	1.38573	.04154181	10.882115	1.403e-27	1.3066554	1.46959	"model2"	"cpnsdeath"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"cpnsdeath"	""
"1.esrf"	"end stage renal failure"	1.1364033	.1006612	1.4435542	.1488644	.9552875	1.3518573	"model2"	"cpnsdeath"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"cpnsdeath"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.279872	.1370555	2.304332	.02120401	1.0375651	1.5787659	"model2"	"cpnsdeath"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"cpnsdeath"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0300025	.04696457	.64832065	.51677758	.94194685	1.1262897	"model2"	"cpnsdeath"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model3"	"cpnsdeath"	""
"2.eth5"	"Eth 5 categories"	1.2385644	.07598572	3.4874248	.0004877	1.0982406	1.3968174	"model3"	"cpnsdeath"	""
"3.eth5"	"Eth 5 categories"	1.1748616	.10345978	1.82998	.06725293	.98861871	1.3961902	"model3"	"cpnsdeath"	""
"4.eth5"	"Eth 5 categories"	1.3225497	.21530005	1.7172962	.08592507	.96126583	1.8196192	"model3"	"cpnsdeath"	""
"5.eth5"	"Eth 5 categories"	1.4587613	.18292345	3.0111521	.00260258	1.1408975	1.8651848	"model3"	"cpnsdeath"	""
"6.eth5"	"Eth 5 categories"	1.1139592	.04153753	2.8942269	.00380093	1.0354509	1.19842	"model3"	"cpnsdeath"	""
"0b.male"	"Male"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.male"	"Male"	1.7788215	.0534653	19.162226	7.653e-82	1.6770583	1.8867597	"model3"	"cpnsdeath"	""
"age1"	"Age spline 1"	.96467985	.02643047	-1.3124594	.18936518	.9142434	1.0178987	"model3"	"cpnsdeath"	""
"age2"	"Age spline 2"	1.5287979	.09627976	6.7402202	1.581e-11	1.3512745	1.7296433	"model3"	"cpnsdeath"	""
"age3"	"Age spline 3"	.31781826	.04580939	-7.9526772	1.825e-15	.23960129	.42156887	"model3"	"cpnsdeath"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"cpnsdeath"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.96060034	.04550502	-.84854583	.39613406	.87542731	1.0540601	"model3"	"cpnsdeath"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.99277645	.04652711	-.15469257	.87706368	.90564783	1.0882873	"model3"	"cpnsdeath"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0597337	.04916365	1.2505839	.21108633	.96762575	1.1606094	"model3"	"cpnsdeath"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0757711	.05164953	1.5212492	.1281973	.97915687	1.1819182	"model3"	"cpnsdeath"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.016438	.00260811	6.3541877	2.095e-10	1.0113391	1.0215627	"model3"	"cpnsdeath"	""
"hba1c_pct"	"HbA1c %"	1.0408442	.0130607	3.1902703	.0014214	1.0155579	1.0667601	"model3"	"cpnsdeath"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0006515	.00083261	.78271737	.4337931	.99902093	1.0022847	"model3"	"cpnsdeath"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"cpnsdeath"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1912356	.03929314	5.3051403	1.126e-07	1.1166591	1.2707927	"model3"	"cpnsdeath"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.200806	.07402185	2.9685698	.00299189	1.0641475	1.3550142	"model3"	"cpnsdeath"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.hypertension"	"Diagnosed hypertension"	1.0167993	.03363823	.50358364	.61455399	.95296162	1.0849135	"model3"	"cpnsdeath"	""
"bp_map"	"Mean Arterial Pressure"	.99820761	.00091536	-1.9563581	.05042298	.99641515	1.0000033	"model3"	"cpnsdeath"	""
"1o.asthma"	"Asthma category"	1	0			1	1	"model3"	"cpnsdeath"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.1968176	.04019925	5.3490411	8.842e-08	1.1205659	1.278258	"model3"	"cpnsdeath"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.0780347	.03229611	2.5081395	.01213687	1.016558	1.1432292	"model3"	"cpnsdeath"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.dm_type"	"Diabetes Type"	1.3215596	.15444701	2.385721	.01704568	1.0510157	1.6617448	"model3"	"cpnsdeath"	""
"2.dm_type"	"Diabetes Type"	1.1563614	.04359119	3.8538591	.00011627	1.0740042	1.245034	"model3"	"cpnsdeath"	""
"3.dm_type"	"Diabetes Type"	.99821489	.06173625	-.02888928	.9769529	.8842602	1.1268549	"model3"	"cpnsdeath"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.cancer"	"Cancer"	1.0548903	.03632444	1.5518476	.12069869	.98604507	1.1285424	"model3"	"cpnsdeath"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.2237001	.11278931	2.1902739	.02850438	1.0214547	1.4659894	"model3"	"cpnsdeath"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.stroke"	"Stroke"	1.0411027	.03890934	1.0777883	.28112825	.96756785	1.1202261	"model3"	"cpnsdeath"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.dementia"	"Dementia"	.95763971	.05879484	-.70499629	.48081254	.84906735	1.0800955	"model3"	"cpnsdeath"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.other_neuro"	"Neurological disease"	1.3509907	.07974724	5.0964712	3.460e-07	1.2033917	1.516693	"model3"	"cpnsdeath"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.egfr60"	"CKD defined by egfr<60"	1.3775823	.04353458	10.136334	3.811e-24	1.2948449	1.4656065	"model3"	"cpnsdeath"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.esrf"	"end stage renal failure"	1.1043454	.10379348	1.0560325	.29095335	.91855152	1.3277194	"model3"	"cpnsdeath"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.2230613	.14023576	1.7561277	.07906661	.97689921	1.531252	"model3"	"cpnsdeath"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	.99141424	.04812692	-.17763018	.85901342	.90143555	1.0903744	"model3"	"cpnsdeath"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"cpnsdeath"	""
"2.hh_total_cat"	"Number of people in household"	.90436812	.03775346	-2.4078849	.01604524	.83331896	.98147498	"model3"	"cpnsdeath"	""
"3.hh_total_cat"	"Number of people in household"	.85146291	.06229926	-2.1976936	.02797095	.73770988	.98275637	"model3"	"cpnsdeath"	""
"4.hh_total_cat"	"Number of people in household"	.74824892	.04807469	-4.5139519	6.363e-06	.65971559	.84866336	"model3"	"cpnsdeath"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.carehome"	"Care home y/n"	.78083532	.04939646	-3.9106373	.00009205	.68978151	.88390858	"model3"	"cpnsdeath"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"crude"	"onscoviddeath"	""
"2.eth5"	"Eth 5 categories"	.3701199	.0166717	-22.065696	6.75e-108	.33884483	.40428162	"crude"	"onscoviddeath"	""
"3.eth5"	"Eth 5 categories"	.53635373	.03698374	-9.0344476	1.648e-19	.46855173	.61396705	"crude"	"onscoviddeath"	""
"4.eth5"	"Eth 5 categories"	.3592312	.04912894	-7.4859532	7.103e-14	.27476573	.46966211	"crude"	"onscoviddeath"	""
"5.eth5"	"Eth 5 categories"	.39909076	.04211568	-8.7043926	3.193e-18	.32452277	.4907928	"crude"	"onscoviddeath"	""
"6.eth5"	"Eth 5 categories"	.97469919	.02434919	-1.0258252	.304974	.92812514	1.0236104	"crude"	"onscoviddeath"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model0"	"onscoviddeath"	""
"2.eth5"	"Eth 5 categories"	1.1600398	.05416769	3.1792561	.00147654	1.0585864	1.2712164	"model0"	"onscoviddeath"	""
"3.eth5"	"Eth 5 categories"	1.2805664	.08987422	3.5236716	.00042561	1.1159945	1.4694071	"model0"	"onscoviddeath"	""
"4.eth5"	"Eth 5 categories"	1.1351653	.15596939	.92270873	.35615901	.86717303	1.4859783	"model0"	"onscoviddeath"	""
"5.eth5"	"Eth 5 categories"	1.0983056	.11677764	.88190329	.37782911	.89170038	1.3527808	"model0"	"onscoviddeath"	""
"6.eth5"	"Eth 5 categories"	1.0200914	.02569837	.78961923	.42975018	.97094682	1.0717235	"model0"	"onscoviddeath"	""
"0b.male"	"Male"	1	0			1	1	"model0"	"onscoviddeath"	""
"1.male"	"Male"	1.7175444	.0346098	26.842459	1.03e-158	1.6510325	1.7867357	"model0"	"onscoviddeath"	""
"age1"	"Age spline 1"	.98065948	.01669145	-1.1474303	.25120384	.9484845	1.0139259	"model0"	"onscoviddeath"	""
"age2"	"Age spline 2"	1.6012416	.06475947	11.640482	2.566e-31	1.4792156	1.7333339	"model0"	"onscoviddeath"	""
"age3"	"Age spline 3"	.27482773	.02576028	-13.77976	3.374e-43	.22870483	.33025223	"model0"	"onscoviddeath"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"onscoviddeath"	""
"2.eth5"	"Eth 5 categories"	1.1167755	.05264382	2.3429685	.019131	1.0182185	1.2248722	"model1"	"onscoviddeath"	""
"3.eth5"	"Eth 5 categories"	1.229939	.08684492	2.9311298	.00337732	1.070979	1.4124925	"model1"	"onscoviddeath"	""
"4.eth5"	"Eth 5 categories"	1.1048176	.15195227	.72475733	.46860092	.84376145	1.4466434	"model1"	"onscoviddeath"	""
"5.eth5"	"Eth 5 categories"	1.0772032	.11517068	.6955723	.48669672	.87355499	1.3283271	"model1"	"onscoviddeath"	""
"6.eth5"	"Eth 5 categories"	1.0236474	.02586102	.92512977	.35489841	.97419515	1.0756099	"model1"	"onscoviddeath"	""
"0b.male"	"Male"	1	0			1	1	"model1"	"onscoviddeath"	""
"1.male"	"Male"	1.7206129	.03478148	26.845986	9.40e-159	1.6537752	1.7901518	"model1"	"onscoviddeath"	""
"age1"	"Age spline 1"	.98218143	.01673451	-1.0552367	.29131708	.949924	1.0155343	"model1"	"onscoviddeath"	""
"age2"	"Age spline 2"	1.5917152	.06443882	11.481412	1.636e-30	1.4702982	1.7231589	"model1"	"onscoviddeath"	""
"age3"	"Age spline 3"	.27920664	.02619718	-13.597369	4.151e-42	.23230571	.33557654	"model1"	"onscoviddeath"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"onscoviddeath"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0069611	.03305175	.21134416	.83261873	.94422064	1.0738705	"model1"	"onscoviddeath"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0493385	.03443918	1.4674015	.14226686	.98396412	1.1190563	"model1"	"onscoviddeath"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.1308624	.03664226	3.7954563	.00014737	1.0612779	1.2050095	"model1"	"onscoviddeath"	""
