eq	parm	label	estimate	stderr	z	p	min95	max95	model	outcome
"ventilated"	"15.stp"	"Sustainability and Transformation Partnership"	1.5353162	.44573742	1.4767569	.13974081	.86910958	2.7121962	"model2"	"ventilated"
"ventilated"	"16.stp"	"Sustainability and Transformation Partnership"	.81212094	.32528256	-.51957056	.60336292	.37041197	1.7805592	"model2"	"ventilated"
"ventilated"	"17.stp"	"Sustainability and Transformation Partnership"	8.1684923	4.0442773	4.2420822	.00002215	3.0953239	21.556473	"model2"	"ventilated"
"ventilated"	"18.stp"	"Sustainability and Transformation Partnership"	2.3147407	.6567692	2.9580504	.00309591	1.3273579	4.0366086	"model2"	"ventilated"
"ventilated"	"19.stp"	"Sustainability and Transformation Partnership"	3.5177198	1.054842	4.1945938	.00002734	1.9544091	6.3315061	"model2"	"ventilated"
"ventilated"	"20.stp"	"Sustainability and Transformation Partnership"	3.0299361	.76657568	4.3815766	.00001178	1.8453509	4.9749415	"model2"	"ventilated"
"ventilated"	"21.stp"	"Sustainability and Transformation Partnership"	4.0905217	1.0358679	5.562684	2.657e-08	2.4901398	6.7194493	"model2"	"ventilated"
"ventilated"	"22.stp"	"Sustainability and Transformation Partnership"	4.6222503	3.2097944	2.2045394	.02748643	1.1851136	18.027974	"model2"	"ventilated"
"ventilated"	"23.stp"	"Sustainability and Transformation Partnership"	1.4795059	.48595685	1.1925639	.2330402	.77719861	2.8164459	"model2"	"ventilated"
"ventilated"	"24.stp"	"Sustainability and Transformation Partnership"	2.7578835	3.497709	.79988712	.4237762	.229632	33.122219	"model2"	"ventilated"
"ventilated"	"25.stp"	"Sustainability and Transformation Partnership"	.86603387	.90902228	-.13702936	.89100759	.11068307	6.7762369	"model2"	"ventilated"
"ventilated"	"26.stp"	"Sustainability and Transformation Partnership"	2.3780504	1.2605366	1.6342722	.10220171	.84144055	6.7207644	"model2"	"ventilated"
"ventilated"	"27.stp"	"Sustainability and Transformation Partnership"	7.6853754	4.0072315	3.9111625	.00009185	2.765923	21.354533	"model2"	"ventilated"
"ventilated"	"28.stp"	"Sustainability and Transformation Partnership"	5.5600761	2.6350062	3.6200797	.00029451	2.196257	14.07597	"model2"	"ventilated"
"ventilated"	"29.stp"	"Sustainability and Transformation Partnership"	6.4237097	2.8566537	4.1825416	.00002883	2.6869068	15.357454	"model2"	"ventilated"
"ventilated"	"30.stp"	"Sustainability and Transformation Partnership"	1.3353724	.56561311	.68280475	.49473023	.58219128	3.0629442	"model2"	"ventilated"
"ventilated"	"31o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"32o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"_cons"	"Constant"	.46885318	.82643025	-.42972793	.66739356	.01481342	14.839474	"model2"	"ventilated"
"ventilated"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"2.eth5"	"Eth 5 categories"	1.0806328	.21162043	.39599012	.69211232	.73618549	1.5862405	"model3"	"ventilated"
"ventilated"	"3.eth5"	"Eth 5 categories"	1.1498169	.28777308	.55779218	.5769863	.70403178	1.8778683	"model3"	"ventilated"
"ventilated"	"4.eth5"	"Eth 5 categories"	1.1161371	.41220618	.29750676	.76607965	.54119783	2.3018607	"model3"	"ventilated"
"ventilated"	"5.eth5"	"Eth 5 categories"	1.1986394	.41035772	.52924049	.59663863	.61274133	2.3447681	"model3"	"ventilated"
"ventilated"	"6.eth5"	"Eth 5 categories"	1.1075172	.18235371	.62022613	.53510892	.80204622	1.5293314	"model3"	"ventilated"
"ventilated"	"0b.male"	"Male"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"1.male"	"Male"	1.3419607	.16689301	2.3650674	.01802679	1.0516714	1.7123775	"model3"	"ventilated"
"ventilated"	"age1"	"Age spline 1"	.9868359	.05626693	-.23241127	.8162186	.88249356	1.1035152	"model3"	"ventilated"
"ventilated"	"age2"	"Age spline 2"	1.1276486	.15446144	.87704469	.38046236	.86214262	1.47492	"model3"	"ventilated"
"ventilated"	"age3"	"Age spline 3"	.67257434	.22022917	-1.2113366	.22576642	.3540145	1.2777901	"model3"	"ventilated"
"ventilated"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0863715	.20976601	.4290427	.66789215	.74408238	1.5861189	"model3"	"ventilated"
"ventilated"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.052095	.20298452	.26321704	.7923833	.72082451	1.535608	"model3"	"ventilated"
"ventilated"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.1238241	.21179584	.61942733	.53563488	.77674942	1.6259821	"model3"	"ventilated"
"ventilated"	"5.imd"	"Index of Multiple Deprivation (IMD)"	.77478804	.15205544	-1.3001797	.19353937	.52738891	1.1382426	"model3"	"ventilated"
"ventilated"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0067352	.01050556	.64326693	.52005091	.98635387	1.0275378	"model3"	"ventilated"
"ventilated"	"hba1c_pct"	"HbA1c %"	1.0177676	.05080796	.35279023	.72424571	.92290249	1.122384	"model3"	"ventilated"
"ventilated"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	.99100994	.00457872	-1.9545925	.05063119	.98207632	1.0000248	"model3"	"ventilated"
"ventilated"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	.90709742	.11388139	-.77665825	.43736043	.7092347	1.16016	"model3"	"ventilated"
"ventilated"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.1195358	.29017507	.4356385	.66309903	.6736171	1.8606423	"model3"	"ventilated"
"ventilated"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"1.hypertension"	"Diagnosed hypertension"	.91079966	.11401282	-.74639082	.45543136	.71264043	1.1640597	"model3"	"ventilated"
"ventilated"	"bp_map"	"Mean Arterial Pressure"	.99816686	.00352757	-.51918549	.6036314	.99127685	1.0051048	"model3"	"ventilated"
"ventilated"	"1o.asthma"	"Asthma category"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.0088229	.17087031	.05186232	.95863839	.72383887	1.4060086	"model3"	"ventilated"
"ventilated"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	.77380865	.11449236	-1.7331136	.08307548	.57901551	1.0341343	"model3"	"ventilated"
"ventilated"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"1.dm_type"	"Diabetes Type"	.96484213	.43085849	-.08014803	.93611953	.40211007	2.3150884	"model3"	"ventilated"
"ventilated"	"2.dm_type"	"Diabetes Type"	1.036429	.17477159	.2121888	.83195974	.74473642	1.4423693	"model3"	"ventilated"
"ventilated"	"3.dm_type"	"Diabetes Type"	1.1597547	.28621264	.60055202	.5481384	.71499088	1.8811863	"model3"	"ventilated"
"ventilated"	"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"1.cancer"	"Cancer"	1.0847995	.21399862	.4126074	.67989428	.73694106	1.5968575	"model3"	"ventilated"
"ventilated"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"1.chronic_liver_disease"	"Chronic liver disease"	1.0020908	.51372276	.00407408	.99674936	.36689162	2.7370096	"model3"	"ventilated"
"ventilated"	"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"1.stroke"	"Stroke"	.58430269	.14231009	-2.2062171	.0273688	.36251263	.94178688	"model3"	"ventilated"
"ventilated"	"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"1o.dementia"	"Dementia"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"1.other_neuro"	"Neurological disease"	.62447636	.28522426	-1.0308715	.30260106	.25511555	1.5286043	"model3"	"ventilated"
"ventilated"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"1.egfr60"	"CKD defined by egfr<60"	.5937962	.09950892	-3.1102532	.00186927	.42755527	.82467448	"model3"	"ventilated"
"ventilated"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"1.esrf"	"end stage renal failure"	1.9679557	.7678591	1.7350797	.08272669	.91599389	4.22803	"model3"	"ventilated"
"ventilated"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	.48880033	.19816329	-1.7656341	.07745726	.2208249	1.0819693	"model3"	"ventilated"
"ventilated"	"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"1.ra_sle_psoriasis"	"Autoimmune disease"	1.2187871	.25945883	.92941379	.35267468	.80301136	1.8498395	"model3"	"ventilated"
"ventilated"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"2.hh_total_cat"	"Number of people in household"	1.0358616	.13163128	.27726777	.7815745	.80748786	1.3288241	"model3"	"ventilated"
"ventilated"	"3.hh_total_cat"	"Number of people in household"	1.6741988	.40767918	2.1163032	.03431903	1.0388036	2.6982401	"model3"	"ventilated"
"ventilated"	"4.hh_total_cat"	"Number of people in household"	.80561748	.36864696	-.47235217	.63667544	.32856617	1.9753084	"model3"	"ventilated"
"ventilated"	"0b.carehome"	"Care home y/n"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"1.carehome"	"Care home y/n"	.52644544	.5111291	-.66083381	.5087189	.07850848	3.5301256	"model3"	"ventilated"
"ventilated"	"2b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"3.stp"	"Sustainability and Transformation Partnership"	1.0156047	.33572204	.04684181	.96263931	.53131047	1.9413374	"model3"	"ventilated"
"ventilated"	"4.stp"	"Sustainability and Transformation Partnership"	4.6212381	2.4183462	2.9249561	.00344505	1.6569711	12.888482	"model3"	"ventilated"
"ventilated"	"5.stp"	"Sustainability and Transformation Partnership"	.49403939	.29154943	-1.1948812	.23213343	.15539557	1.5706685	"model3"	"ventilated"
"ventilated"	"6.stp"	"Sustainability and Transformation Partnership"	1.4895296	.40948723	1.4494189	.14722063	.86905039	2.5530148	"model3"	"ventilated"
"ventilated"	"7.stp"	"Sustainability and Transformation Partnership"	3.5081234	3.6533944	1.2051751	.22813572	.45564348	27.009999	"model3"	"ventilated"
"ventilated"	"8.stp"	"Sustainability and Transformation Partnership"	7.1127598	2.4268922	5.7499277	8.928e-09	3.6442315	13.882584	"model3"	"ventilated"
"ventilated"	"9.stp"	"Sustainability and Transformation Partnership"	6.8747127	3.0131037	4.3985919	.0000109	2.911945	16.230277	"model3"	"ventilated"
"ventilated"	"10.stp"	"Sustainability and Transformation Partnership"	6.6609017	2.4747595	5.1038362	3.328e-07	3.2157456	13.796991	"model3"	"ventilated"
"ventilated"	"11.stp"	"Sustainability and Transformation Partnership"	6.9345621	2.2222576	6.0429104	1.514e-09	3.7003434	12.995591	"model3"	"ventilated"
"ventilated"	"12.stp"	"Sustainability and Transformation Partnership"	5.2357908	1.8038333	4.8052917	1.545e-06	2.66518	10.285799	"model3"	"ventilated"
"ventilated"	"13.stp"	"Sustainability and Transformation Partnership"	22.991499	10.810372	6.6677827	2.597e-11	9.1483097	57.782152	"model3"	"ventilated"
"ventilated"	"14.stp"	"Sustainability and Transformation Partnership"	6.5756511	3.0371711	4.0776128	.0000455	2.6594056	16.258967	"model3"	"ventilated"
"ventilated"	"15.stp"	"Sustainability and Transformation Partnership"	2.9001281	.86820477	3.556679	.00037557	1.6128535	5.2148216	"model3"	"ventilated"
"ventilated"	"16.stp"	"Sustainability and Transformation Partnership"	1.1550036	.50928699	.32680993	.74381165	.48669263	2.7410183	"model3"	"ventilated"
"ventilated"	"17.stp"	"Sustainability and Transformation Partnership"	13.047663	6.6617419	5.0308684	4.883e-07	4.7966166	35.492001	"model3"	"ventilated"
"ventilated"	"18.stp"	"Sustainability and Transformation Partnership"	3.9830327	1.1792395	4.6680293	3.041e-06	2.2294732	7.1158285	"model3"	"ventilated"
"ventilated"	"19.stp"	"Sustainability and Transformation Partnership"	5.3877343	1.7030642	5.327819	9.940e-08	2.8996204	10.010856	"model3"	"ventilated"
"ventilated"	"20.stp"	"Sustainability and Transformation Partnership"	5.4748551	1.4347117	6.487827	8.708e-11	3.2757537	9.1502726	"model3"	"ventilated"
"ventilated"	"21.stp"	"Sustainability and Transformation Partnership"	7.5793946	1.9296258	7.9557177	1.781e-15	4.6018079	12.48362	"model3"	"ventilated"
"ventilated"	"22.stp"	"Sustainability and Transformation Partnership"	9.3243062	7.6807092	2.7103845	.00672053	1.8554806	46.857232	"model3"	"ventilated"
"ventilated"	"23.stp"	"Sustainability and Transformation Partnership"	3.0249059	1.0617964	3.1533428	.00161412	1.5202844	6.0186477	"model3"	"ventilated"
"ventilated"	"24.stp"	"Sustainability and Transformation Partnership"	4.6973729	6.0178934	1.2075408	.22722394	.38138589	57.855608	"model3"	"ventilated"
"ventilated"	"25.stp"	"Sustainability and Transformation Partnership"	3.5219134	4.5001556	.98532248	.32446569	.28783822	43.093214	"model3"	"ventilated"
"ventilated"	"26.stp"	"Sustainability and Transformation Partnership"	3.3626482	1.8230523	2.2368971	.02529307	1.1619954	9.7310225	"model3"	"ventilated"
"ventilated"	"27.stp"	"Sustainability and Transformation Partnership"	11.314532	5.9584506	4.6069108	4.087e-06	4.0306722	31.761114	"model3"	"ventilated"
"ventilated"	"28.stp"	"Sustainability and Transformation Partnership"	10.311534	5.2483105	4.584241	4.556e-06	3.8026219	27.961687	"model3"	"ventilated"
"ventilated"	"29.stp"	"Sustainability and Transformation Partnership"	8.9162362	4.0420429	4.8261735	1.392e-06	3.6669249	21.680092	"model3"	"ventilated"
"ventilated"	"30.stp"	"Sustainability and Transformation Partnership"	2.2055996	.96699153	1.8041812	.07120291	.933981	5.2085316	"model3"	"ventilated"
"ventilated"	"31o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model3"	"ventilated"
"ventilated"	"32.stp"	"Sustainability and Transformation Partnership"	1.8247832	.45162439	2.4301972	.01509061	1.123423	2.9640072	"model3"	"ventilated"
"ventilated"	"_cons"	"Constant"	.35077214	.75226568	-.48849147	.62520177	.00524251	23.469903	"model3"	"ventilated"
